name	has_participant_tsv	has_participant_json	participant_columns	has_phenotype_dir	has_mri	nb_subjects	raw	fmriprep	freesurfer	mriqc
ds001132	False	False	n/a	False	True	16	https://github.com/OpenNeuroDatasets/ds001132	n/a	n/a	n/a
ds001145	False	False	n/a	False	True	24	https://github.com/OpenNeuroDatasets/ds001145	n/a	n/a	n/a
ds001161	True	False	['participant_id']	False	True	2	https://github.com/OpenNeuroDatasets/ds001161	n/a	n/a	n/a
ds001167	True	False	['participant_id']	False	True	40	https://github.com/OpenNeuroDatasets/ds001167	n/a	n/a	n/a
ds001168	True	False	['participant_id', 'sex', 'age_at_first_scan_years', 'number_of_scans_before', 'handedness']	False	True	22	https://github.com/OpenNeuroDatasets/ds001168	n/a	n/a	n/a
ds001178	True	False	['participant_id', 'source', 'problem']	False	True	23	https://github.com/OpenNeuroDatasets/ds001178	n/a	n/a	n/a
ds001218	False	False	n/a	False	True	30	https://github.com/OpenNeuroDatasets/ds001218	n/a	n/a	n/a
ds001226	True	False	['participant_id', ' sex', ' age', 'tumor type & grade', 'tumor size (cub cm)', 'tumor location', 'fmri TR', 'handedness', 'height (cm)', 'weight (kg)', 'STAI', 'PSWQ', 'ERQ reappraisal', 'ERQ suppression', 'ERQ processing', 'ERQ expression', 'Loneliness', 'Marital status', 'Education level (1-9)', 'Employment', 'Sport frequency/week', 'Smoking', 'Cafeine index', 'Alcohol index current', 'Alcohol index lifetime', 'MOT_latency_mean', 'MOT_latency_md', 'MOT_error_mean', 'RTI_simple_accuracy', 'RTI_simpleRT_mean', 'RTI_simpleRT_md', 'RTI_simpleRT_sd', 'RTI_simpleMT_mean', 'RTI_simpleMT_md', 'RTI_simpleMT_sd', 'RTI_five_accuracy', 'RTI_fiveMT', 'RTI_fiveRT', 'RTI_fiveRT_sd', 'RTI_fiveMT_mean', 'RTI_fiveMT_md', 'RTI_fiveMT_sd', 'RVP_A', 'RVP_probhit', 'RVP_falsealarms', 'RVP_latancy_mean', 'RVP_latency_md', 'SOC_prob_minmoves', 'SOC_meanmoves2', 'SOC_meanmoves3', 'SOC_meanmoves4', 'SOC_meanmoves5', 'SSP_spanlength']	False	True	36	https://github.com/OpenNeuroDatasets/ds001226	n/a	n/a	n/a
ds001228	True	False	['participant_id', 'sex', 'age']	False	True	24	https://github.com/OpenNeuroDatasets/ds001228	n/a	n/a	n/a
ds001229	True	False	['participant_id', 'sex', 'age']	False	True	27	https://github.com/OpenNeuroDatasets/ds001229	n/a	n/a	n/a
ds001232	True	False	['participant_id', 'sex', 'age']	False	True	21	https://github.com/OpenNeuroDatasets/ds001232	n/a	n/a	n/a
ds001233	True	False	['participant_id', 'sex', 'handedness', 'group']	False	True	18	https://github.com/OpenNeuroDatasets/ds001233	n/a	n/a	n/a
ds001235	False	False	n/a	False	True	12	https://github.com/OpenNeuroDatasets/ds001235	n/a	n/a	n/a
ds001241	True	False	['participant_id', 'age', 'sex', 'handedness']	False	True	24	https://github.com/OpenNeuroDatasets/ds001241	n/a	n/a	n/a
ds001242	True	False	['participant_id', 'group', 'sex']	False	True	52	https://github.com/OpenNeuroDatasets/ds001242	n/a	n/a	n/a
ds001246	False	False	n/a	False	True	5	https://github.com/OpenNeuroDatasets/ds001246	n/a	n/a	n/a
ds001247	False	False	n/a	False	True	43	https://github.com/OpenNeuroDatasets/ds001247	n/a	n/a	n/a
ds001293	False	False	n/a	False	True	7	https://github.com/OpenNeuroDatasets/ds001293	n/a	n/a	n/a
ds001297	True	False	['participant_id', 'age', 'sex']	False	True	33	https://github.com/OpenNeuroDatasets/ds001297	n/a	n/a	n/a
ds001299	True	False	['participant_id', 'Sex', 'Age']	False	True	19	https://github.com/OpenNeuroDatasets/ds001299	n/a	n/a	n/a
ds001302	False	False	n/a	False	True	23	https://github.com/OpenNeuroDatasets/ds001302	n/a	n/a	n/a
ds001306	True	False	['participant_id', 'age', 'gender', 'handedness']	False	True	17	https://github.com/OpenNeuroDatasets/ds001306	n/a	n/a	n/a
ds001338	True	False	['participant_id', 'age', 'sex', 'gptsa_score']	False	True	22	https://github.com/OpenNeuroDatasets/ds001338	n/a	n/a	n/a
ds001339	False	False	n/a	False	True	14	https://github.com/OpenNeuroDatasets/ds001339	n/a	n/a	n/a
ds001344	True	False	['participant_id', 'age', 'sex']	False	True	15	https://github.com/OpenNeuroDatasets/ds001344	n/a	n/a	n/a
ds001345	True	False	['participant_id', 'sex', 'age']	False	True	12	https://github.com/OpenNeuroDatasets/ds001345	n/a	n/a	n/a
ds001348	True	False	['participant_id', 'age', 'sex']	False	True	28	https://github.com/OpenNeuroDatasets/ds001348	n/a	n/a	n/a
ds001353	True	False	['participant_id', 'sex', 'age']	False	True	29	https://github.com/OpenNeuroDatasets/ds001353	n/a	n/a	n/a
ds001354	True	True	['participant_id', 'group', 'age', 'gender']	False	True	28	https://github.com/OpenNeuroDatasets/ds001354	n/a	n/a	n/a
ds001357	False	False	n/a	False	True	18	https://github.com/OpenNeuroDatasets/ds001357	n/a	n/a	n/a
ds001365	True	False	['participant_id', 'age', 'mrt', 'ppvt.raw', 'sspan2.raw', 'wasi.matr.raw', 'ctopp.pa.comp', 'ctopp.rln.raw', 'piat.l.raw', 'piat.r.raw', 'mcpassfluency', 'mcdecode']	False	True	35	https://github.com/OpenNeuroDatasets/ds001365	n/a	n/a	n/a
ds001371	True	False	['participant_id', 'sex', 'age', 'group']	False	True	47	https://github.com/OpenNeuroDatasets/ds001371	n/a	n/a	n/a
ds001378	True	False	['participant_id', 'group', 'age_exam_ses01', 'gender', 'days_interval_between_ses01_and_ses02']	False	True	25	https://github.com/OpenNeuroDatasets/ds001378	n/a	n/a	n/a
ds001379	True	False	['participant_id', 'sex', 'age']	False	True	1	https://github.com/OpenNeuroDatasets/ds001379	n/a	n/a	n/a
ds001386	True	False	['participant_id', 'age', 'sex', 'group']	False	True	42	https://github.com/OpenNeuroDatasets/ds001386	n/a	n/a	n/a
ds001399	True	False	['participant_id', 'age', 'sex']	False	True	3	https://github.com/OpenNeuroDatasets/ds001399	n/a	n/a	n/a
ds001408	True	False	['participant_id', 'age', 'sex', 'group']	False	True	52	https://github.com/OpenNeuroDatasets/ds001408	n/a	n/a	n/a
ds001415	True	True	['participant_id', 'sex', 'age', 'hand', 'has_map', 'level_map', 'has_music', 'years_music', 'test_order']	False	True	21	https://github.com/OpenNeuroDatasets/ds001415	n/a	n/a	n/a
ds001417	True	False	['participant_id', 'age', 'sex', 'height', 'weight', 'follow_up', 'included_probe_after', 'included_probe_follow_up']	False	True	36	https://github.com/OpenNeuroDatasets/ds001417	n/a	n/a	n/a
ds001419	True	False	['participant_id', 'sex', 'age']	False	True	1	https://github.com/OpenNeuroDatasets/ds001419	n/a	n/a	n/a
ds001420	True	True	['participant_id', 'height', 'weight', 'age', 'gender']	False	True	2	https://github.com/OpenNeuroDatasets/ds001420	n/a	n/a	n/a
ds001421	True	True	['participant_id', 'age', 'gender']	False	True	1	https://github.com/OpenNeuroDatasets/ds001421	n/a	https://github.com/OpenNeuroDatasets/ds001421/tree/main/derivatives/freesurfer	n/a
ds001430	True	False	['participant_id', 'sex', 'age']	False	True	31	https://github.com/OpenNeuroDatasets/ds001430	n/a	n/a	n/a
ds001439	True	False	['participant_id', 'sex', 'age']	False	True	18	https://github.com/OpenNeuroDatasets/ds001439	n/a	n/a	n/a
ds001450	True	False	['participant_id', 'sex', 'age']	False	True	2	https://github.com/OpenNeuroDatasets/ds001450	n/a	n/a	n/a
ds001454	True	False	['participant_id', 'age', 'sex', 'group']	False	True	24	https://github.com/OpenNeuroDatasets/ds001454	n/a	n/a	n/a
ds001461	True	False	['participant_id', 'sex', 'age', 'diagnosis', 'smoking_status']	False	True	81	https://github.com/OpenNeuroDatasets/ds001461	n/a	n/a	n/a
ds001482	True	False	['participant_id', 'Group']	False	True	33	https://github.com/OpenNeuroDatasets/ds001482	n/a	n/a	n/a
ds001486	True	True	['participant_id', 'age_ses-T1', 'age_ses-T2', 'sex', 'handedness', 'ses-T1_task-Mult_run-01', 'ses-T1_task-Mult_run-02', 'ses-T1_task-Num_run-01', 'ses-T1_task-Num_run-02', 'ses-T1_task-Rhyming', 'ses-T1_task-Sub_run-01', 'ses-T1_task-Sub_run-02', 'ses-T2_task-Mult_run-01', 'ses-T2_task-Mult_run-02', 'ses-T2_task-Num_run-01', 'ses-T2_task-Num_run-02', 'ses-T2_task-Rhyming', 'ses-T2_task-Sub_run-01', 'ses-T2_task-Sub_run-02']	True	True	132	https://github.com/OpenNeuroDatasets/ds001486	n/a	n/a	https://github.com/OpenNeuroDatasets/ds001486/tree/main/derivatives/mriqc
ds001491	True	True	['participant_id', 'gender', 'handedness', 'age', 'scandate', 'scan_time']	False	True	20	https://github.com/OpenNeuroDatasets/ds001491	n/a	n/a	n/a
ds001497	False	False	n/a	False	True	10	https://github.com/OpenNeuroDatasets/ds001497	n/a	n/a	n/a
ds001499	True	False	['participant_id', 'age', 'sex', 'handedness']	False	True	4	https://github.com/OpenNeuroDatasets/ds001499	https://github.com/OpenNeuroDatasets/ds001499/tree/main/derivatives/fmriprep	https://github.com/OpenNeuroDatasets/ds001499/tree/main/derivatives/freesurfer	https://github.com/OpenNeuroDatasets/ds001499/tree/main/derivatives/mriqc
ds001506	False	False	n/a	False	True	3	https://github.com/OpenNeuroDatasets/ds001506	n/a	n/a	n/a
ds001510	True	False	['participant_id', 'sex', 'age']	False	True	31	https://github.com/OpenNeuroDatasets/ds001510	n/a	n/a	n/a
ds001511	True	False	['participant_id', 'age', 'sex']	False	True	13	https://github.com/OpenNeuroDatasets/ds001511	n/a	n/a	n/a
ds001517	True	False	['participant_id', 'sex', 'age']	False	True	24	https://github.com/OpenNeuroDatasets/ds001517	n/a	n/a	n/a
ds001521	False	False	n/a	False	True	41	https://github.com/OpenNeuroDatasets/ds001521	n/a	n/a	n/a
ds001525	True	False	['participant_id', 'age', 'sex', 'handedness']	False	True	17	https://github.com/OpenNeuroDatasets/ds001525	n/a	n/a	n/a
ds001529	True	True	['participant_id', 'group', 'gender']	False	True	38	https://github.com/OpenNeuroDatasets/ds001529	n/a	n/a	n/a
ds001534	True	True	['participant_id', 'age', 'gender', 'height_in', 'weight_lbs', 'BMI', 'bodyfat', 'dieting_status', 'restraint_scale', 'concern_dieting', 'weight_fluctuation']	False	True	42	https://github.com/OpenNeuroDatasets/ds001534	n/a	n/a	n/a
ds001541	True	True	['participant_id', 'session', 'run1', 'run2', 'run3', 'run4', 'Viral_infusion_date', 'MRI_acquisition_date', 'weight', 'group', 'day_post_infusion', 'gender', 'viral_vector']	False	True	16	https://github.com/OpenNeuroDatasets/ds001541	n/a	n/a	n/a
ds001545	True	False	['participant_id', 'sex', 'age']	False	True	30	https://github.com/OpenNeuroDatasets/ds001545	n/a	n/a	n/a
ds001547	True	False	['participant_id', 'sex', 'age']	False	True	5	https://github.com/OpenNeuroDatasets/ds001547	n/a	n/a	n/a
ds001551	False	False	n/a	False	True	34	https://github.com/OpenNeuroDatasets/ds001551	n/a	n/a	n/a
ds001553	True	False	['participant_id', 'age', 'sex', 'group']	False	True	3	https://github.com/OpenNeuroDatasets/ds001553	n/a	n/a	n/a
ds001554	True	False	['participant_id', 'sex']	False	True	23	https://github.com/OpenNeuroDatasets/ds001554	n/a	n/a	n/a
ds001555	True	False	['participant_id', 'age', 'sex', 'group']	False	True	3	https://github.com/OpenNeuroDatasets/ds001555	n/a	n/a	n/a
ds001563	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds001563	n/a	n/a	n/a
ds001566	True	False	['participant_id', 'age', 'sex']	False	True	1	https://github.com/OpenNeuroDatasets/ds001566	n/a	n/a	n/a
ds001576	False	False	n/a	False	True	36	https://github.com/OpenNeuroDatasets/ds001576	n/a	n/a	n/a
ds001583	False	False	n/a	False	True	21	https://github.com/OpenNeuroDatasets/ds001583	n/a	n/a	n/a
ds001590	True	False	['participant_id']	False	True	32	https://github.com/OpenNeuroDatasets/ds001590	n/a	n/a	n/a
ds001591	False	False	n/a	False	True	2	https://github.com/OpenNeuroDatasets/ds001591	n/a	n/a	n/a
ds001595	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds001595	n/a	n/a	n/a
ds001597	True	True	['participant_id', 'handedness', 'group']	False	True	20	https://github.com/OpenNeuroDatasets/ds001597	n/a	n/a	n/a
ds001600	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds001600	n/a	n/a	n/a
ds001607	False	False	n/a	False	True	32	https://github.com/OpenNeuroDatasets/ds001607	n/a	n/a	n/a
ds001608	True	False	['participant_id', 'age', 'DOB', 'sex']	False	True	21	https://github.com/OpenNeuroDatasets/ds001608	n/a	n/a	n/a
ds001612	False	False	n/a	False	True	24	https://github.com/OpenNeuroDatasets/ds001612	n/a	n/a	n/a
ds001614	False	False	n/a	False	True	31	https://github.com/OpenNeuroDatasets/ds001614	n/a	n/a	n/a
ds001618	True	False	['participant_id', 'age', 'sex']	False	True	36	https://github.com/OpenNeuroDatasets/ds001618	n/a	n/a	n/a
ds001619	True	False	['participant_id', 'sex', 'age']	False	True	11	https://github.com/OpenNeuroDatasets/ds001619	n/a	n/a	n/a
ds001621	False	False	n/a	False	True	20	https://github.com/OpenNeuroDatasets/ds001621	n/a	n/a	n/a
ds001634	False	False	n/a	False	True	19	https://github.com/OpenNeuroDatasets/ds001634	n/a	n/a	n/a
ds001635	False	False	n/a	False	True	16	https://github.com/OpenNeuroDatasets/ds001635	n/a	n/a	n/a
ds001652	True	False	['participant_id', 'age', 'sex', 'group']	False	True	8	https://github.com/OpenNeuroDatasets/ds001652	n/a	n/a	n/a
ds001653	True	True	['participant_id', 'session', 'gender', 'weight', 'acquisition_date', 'breathing_rate', 'condition']	False	True	29	https://github.com/OpenNeuroDatasets/ds001653	n/a	n/a	n/a
ds001705	True	True	['participant_id', 'age', 'sex', 'weight']	False	True	5	https://github.com/OpenNeuroDatasets/ds001705	n/a	n/a	n/a
ds001715	False	False	n/a	False	True	34	https://github.com/OpenNeuroDatasets/ds001715	n/a	n/a	n/a
ds001720	True	True	['participant_id', 'dataset', 'gender', 'field', 'coil', 'breathing', 'sedation', 'med.bolus', 'med.infusion', 'med.route', 'isoflurane']	False	True	255	https://github.com/OpenNeuroDatasets/ds001720	n/a	n/a	n/a
ds001722	True	False	['participant_id', 'sex', 'Unnamed: 2']	False	True	19	https://github.com/OpenNeuroDatasets/ds001722	n/a	n/a	n/a
ds001725	True	True	['participant_id', 'gender', 'condition', 'weight']	False	True	40	https://github.com/OpenNeuroDatasets/ds001725	n/a	n/a	n/a
ds001728	True	False	['participant_id', 'Unnamed: 1']	False	True	1	https://github.com/OpenNeuroDatasets/ds001728	n/a	n/a	n/a
ds001734	True	False	['participant_id', 'group', 'gender', 'age']	False	True	108	https://github.com/OpenNeuroDatasets/ds001734	https://github.com/OpenNeuroDatasets/ds001734/tree/main/derivatives/fmriprep	https://github.com/OpenNeuroDatasets/ds001734/tree/main/derivatives/freesurfer	n/a
ds001740	True	True	['participant_id', 'sex', 'age']	False	True	25	https://github.com/OpenNeuroDatasets/ds001740	n/a	n/a	n/a
ds001743	True	False	['participant_id', 'group', 'gender', 'age', 'VA_OD', 'VA_OS', 'VFI_OD', 'VFI_OS', 'vCD_OD', 'vCD_OS', 'RNFL_OD', 'RNFL_OS', 'affected_eye', 'dominant_eye']	False	True	12	https://github.com/OpenNeuroDatasets/ds001743	n/a	n/a	n/a
ds001745	False	False	n/a	False	True	24	https://github.com/OpenNeuroDatasets/ds001745	n/a	n/a	n/a
ds001747	True	True	['participant_id', 'group', 'sex', 'age', 'ethnicity', 'years_education', 'eng_proficiency_score', 'sp_proficiency_score', 'num_lang']	False	True	92	https://github.com/OpenNeuroDatasets/ds001747	n/a	n/a	n/a
ds001748	True	False	['participant_id', 'age', 'sex', 'group']	False	True	62	https://github.com/OpenNeuroDatasets/ds001748	n/a	n/a	n/a
ds001751	False	False	n/a	False	True	20	https://github.com/OpenNeuroDatasets/ds001751	n/a	n/a	n/a
ds001761	True	False	['participant_id', 'age', 'sex']	False	True	4	https://github.com/OpenNeuroDatasets/ds001761	n/a	n/a	n/a
ds001762	False	False	n/a	False	True	31	https://github.com/OpenNeuroDatasets/ds001762	n/a	n/a	n/a
ds001769	False	False	n/a	False	True	16	https://github.com/OpenNeuroDatasets/ds001769	n/a	n/a	n/a
ds001771	True	True	"['participant_id', 'age', 'sex', 'PC_run1', 'PC_run2', 'PC_run3', 'PC_run4', 'mean_PC', 'RT_run1', 'RT_run2', 'RT_run3', 'RT_run4', 'mean_RT', 'miss_ans_run1', 'miss_ans_run2', 'miss_ans_run3', 'miss_ans_run4', 'mean_miss_ans', 'PC_anne1', 'PC_anne2', 'PC_anne3', 'PC_anne4', 'mean_PC_anne', 'PC_betty1', 'PC_betty2', 'PC_betty3', 'PC_betty4', 'mean_PC_betty', 'PC_chloe1', 'PC_chloe2', 'PC_chloe3', 'PC_chloe4', 'mean_PC_chloe', 'RT_anne1', 'RT_anne2', 'RT_anne3', 'RT_anne4', 'mean_RT_anne', 'RT_betty1', 'RT_betty2', 'RT_betty3', 'RT_betty4', 'mean_RT_betty', 'RT_chloe1', 'RT_chloe2', 'RT_chloe3', 'RT_chloe4', 'mean_RT_chloe', 'PC_voices_lab', 'PC_bells_lab', 'difference_PC', ""d'_voices"", ""d'_bells"", 'rt_voices', 'rt_bells']"	False	True	40	https://github.com/OpenNeuroDatasets/ds001771	n/a	n/a	n/a
ds001775	False	False	n/a	False	True	24	https://github.com/OpenNeuroDatasets/ds001775	n/a	n/a	n/a
ds001780	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds001780	n/a	n/a	n/a
ds001784	True	True	['participant_id', 'study_id', 'gender', 'age', 'behavior', 'mri', 'eeg', 'rest', 'dx', 'ybocs_bl', 'ybocs_fu', 'madrs_bl', 'madrs_fu', 'responder', 'hypomania', 'dbs_stim_freq']	False	True	14	https://github.com/OpenNeuroDatasets/ds001784	n/a	https://github.com/OpenNeuroDatasets/ds001784/tree/main/derivatives/freesurfer	n/a
ds001785	True	True	['participant_id', 'age', 'sex']	False	False	19	https://github.com/OpenNeuroDatasets/ds001785	n/a	n/a	n/a
ds001787	True	True	['participant_id', 'gender', 'age', 'group']	False	False	24	https://github.com/OpenNeuroDatasets/ds001787	n/a	n/a	n/a
ds001796	True	True	['participant_id', 'age', 'sex', 'handedness', 'qpt_score', 'Otherlang_exposure', 'aoa(log)', 'immersion(log)', 'l2_home', 'l2_social', 'years_active_l2(log)', 'immers_active_l2(log)']	False	True	64	https://github.com/OpenNeuroDatasets/ds001796	n/a	n/a	n/a
ds001810	True	True	['participant_id', 'tDCS_on_first_day', 'gender', 'age']	False	False	47	https://github.com/OpenNeuroDatasets/ds001810	n/a	n/a	n/a
ds001814	True	True	['participant_id', 'gender', 'age', 'scanner', 'exclude', 'exclude_reason']	False	True	35	https://github.com/OpenNeuroDatasets/ds001814	n/a	n/a	n/a
ds001818	True	False	['participant_id']	False	True	50	https://github.com/OpenNeuroDatasets/ds001818	n/a	n/a	n/a
ds001832	False	False	n/a	False	True	16	https://github.com/OpenNeuroDatasets/ds001832	n/a	n/a	n/a
ds001838	True	True	['participant_id', 'group', 'age', 'sex', 'NeurologicalQuestionnaire_Eligibility', 'HandednessPerformance_Handedness', 'Edinburgh_Handedness', 'Run1_Included', 'Run2_Included', 'Run3_Included', 'Run4_Included', 'Participant_Included']	False	True	53	https://github.com/OpenNeuroDatasets/ds001838	n/a	n/a	n/a
ds001839	False	False	n/a	False	True	6	https://github.com/OpenNeuroDatasets/ds001839	n/a	n/a	n/a
ds001840	True	False	['participant_id', 'age', 'DOB', 'sex']	False	True	24	https://github.com/OpenNeuroDatasets/ds001840	n/a	n/a	n/a
ds001847	False	False	n/a	False	True	32	https://github.com/OpenNeuroDatasets/ds001847	n/a	n/a	n/a
ds001848	True	True	['participant_id', 'age', 'sex', 'handedness', 'include-run-01', 'include-run-02', 'include-run-03', 'total_runs', 'include_final']	False	True	52	https://github.com/OpenNeuroDatasets/ds001848	n/a	n/a	n/a
ds001849	False	False	n/a	False	False	20	https://github.com/OpenNeuroDatasets/ds001849	n/a	n/a	n/a
ds001868	True	True	['participant_id', 'age', 'sex']	False	True	1	https://github.com/OpenNeuroDatasets/ds001868	n/a	https://github.com/OpenNeuroDatasets/ds001868/tree/main/derivatives/freesurfer	n/a
ds001875	False	False	n/a	False	True	9	https://github.com/OpenNeuroDatasets/ds001875	n/a	n/a	n/a
ds001882	True	False	['participant_id', 'age', 'sex']	False	True	20	https://github.com/OpenNeuroDatasets/ds001882	n/a	n/a	n/a
ds001883	True	False	['participant_id', 'age', 'sex']	False	True	21	https://github.com/OpenNeuroDatasets/ds001883	n/a	n/a	n/a
ds001890	True	True	['participant_id', 'session', 'sex', 'genotype', 'Weight', 'SpO2', 'HR', 'Temperature', 'DOB', 'Experiment_Date', 'Age']	False	True	30	https://github.com/OpenNeuroDatasets/ds001890	n/a	n/a	n/a
ds001894	True	True	['participant_id', 'age_ses-T1_phenotype', 'age_ses-T1_T1w', 'age_ses-T1_AANonWord_run-01', 'age_ses-T1_AANonWord_run-02', 'age_ses-T1_AAWord_run-01', 'age_ses-T1_AAWord_run-02', 'age_ses-T1_AVNonWord_run-01', 'age_ses-T1_AVNonWord_run-02', 'age_ses-T1_AVWord_run-01', 'age_ses-T1_AVWord_run-02', 'age_ses-T1_VVNonWord_run-01', 'age_ses-T1_VVNonWord_run-02', 'age_ses-T1_VVWord_run-01', 'age_ses-T1_VVWord_run-02', 'age_ses-T1_dwi', 'age_ses-T2_phenotype', 'age_ses-T2_T1w', 'age_ses-T2_VVNonWord_run-01', 'age_ses-T2_VVNonWord_run-02', 'age_ses-T2_VVWord_run-01', 'age_ses-T2_VVWord_run-02', 'sex', 'handedness']	True	True	188	https://github.com/OpenNeuroDatasets/ds001894	n/a	n/a	https://github.com/OpenNeuroDatasets/ds001894/tree/main/derivatives/mriqc
ds001907	False	False	n/a	False	True	46	https://github.com/OpenNeuroDatasets/ds001907	n/a	n/a	n/a
ds001912	False	False	n/a	False	True	17	https://github.com/OpenNeuroDatasets/ds001912	n/a	n/a	n/a
ds001919	True	True	['participant_id', 'sex', 'age', 'date_of_scan', 'institution_id', 'institution', 'manufacturer', 'manufacturers_model_name', 'receive_coil_name', 'software_versions', 'researcher']	False	True	254	https://github.com/OpenNeuroDatasets/ds001919	n/a	n/a	n/a
ds001921	False	False	n/a	False	True	15	https://github.com/OpenNeuroDatasets/ds001921	n/a	n/a	n/a
ds001923	False	False	n/a	False	True	14	https://github.com/OpenNeuroDatasets/ds001923	n/a	n/a	n/a
ds001926	False	False	n/a	False	True	32	https://github.com/OpenNeuroDatasets/ds001926	n/a	n/a	n/a
ds001927	True	True	['participant_id', 'sex', 'age']	False	True	23	https://github.com/OpenNeuroDatasets/ds001927	n/a	n/a	n/a
ds001928	True	True	['participant_id', 'age', 'sex', 'group', 'fm_years', 'pi', 'pcs', 'hlpnss', 'mgnftn', 'rmntn', 'psp', 'stai', 'state', 'trait', 'cesd', 'pic1', 'puc1', 'pic2', 'puc2', 'pim1', 'pum1', 'pim2', 'pum2', 'dpic', 'dpuc', 'dpim', 'dpum']	False	True	40	https://github.com/OpenNeuroDatasets/ds001928	n/a	n/a	n/a
ds001942	True	False	['participant_id', 'age', 'sex', 'group']	False	True	10	https://github.com/OpenNeuroDatasets/ds001942	n/a	n/a	n/a
ds001945	False	False	n/a	False	True	34	https://github.com/OpenNeuroDatasets/ds001945	n/a	n/a	n/a
ds001946	False	False	n/a	False	True	24	https://github.com/OpenNeuroDatasets/ds001946	n/a	n/a	n/a
ds001966	True	False	['cannot be parsed']	False	True	29	https://github.com/OpenNeuroDatasets/ds001966	n/a	n/a	n/a
ds001971	True	True	['participant_id', 'participant_id.1', 'sex', 'age', 'handedness']	False	False	20	https://github.com/OpenNeuroDatasets/ds001971	n/a	n/a	n/a
ds001972	False	False	n/a	False	True	33	https://github.com/OpenNeuroDatasets/ds001972	n/a	n/a	n/a
ds001978	False	False	n/a	False	True	14	https://github.com/OpenNeuroDatasets/ds001978	n/a	n/a	n/a
ds001981	True	True	['participant_id', 'date', 'protocol', 'weight', 'duration', 'efs_runs', 'rs_runs']	False	True	24	https://github.com/OpenNeuroDatasets/ds001981	n/a	n/a	n/a
ds001984	False	False	n/a	False	True	15	https://github.com/OpenNeuroDatasets/ds001984	n/a	n/a	n/a
ds002000	True	False	['participant_id', 'age', 'sex', 'handedness']	False	True	21	https://github.com/OpenNeuroDatasets/ds002000	n/a	n/a	n/a
ds002001	False	False	n/a	False	True	11	https://github.com/OpenNeuroDatasets/ds002001	n/a	n/a	n/a
ds002006	True	False	['participant_id', 'Task_order', 'Button_order', 'Age', 'Sex', 'height_ft', 'height_in', 'height_total_inches', 'weight_lbs', 'BMI', 'Handedness', 'Race', 'Ethnicity', 'Vision', 'Learning_Attention_Disorder', 'Neurological_Disorder', 'Mental_Health_Disorder', 'Traumatic_Head_injury', 'Medications_Drug_use', 'Eating_Disorder']	False	True	30	https://github.com/OpenNeuroDatasets/ds002006	n/a	n/a	n/a
ds002011	True	True	['participant_id', 'sex', 'Age']	False	True	22	https://github.com/OpenNeuroDatasets/ds002011	n/a	n/a	n/a
ds002013	True	True	['participant_id', 'date', 'time']	False	True	4	https://github.com/OpenNeuroDatasets/ds002013	n/a	n/a	n/a
ds002014	True	False	['participant_id']	False	True	1	https://github.com/OpenNeuroDatasets/ds002014	n/a	n/a	n/a
ds002016	True	False	['participant_id']	False	True	4	https://github.com/OpenNeuroDatasets/ds002016	n/a	n/a	n/a
ds002033	True	True	['participant_id', 'age', 'sex', 'handedness', 'Run1_Included', 'Run2_Included', 'Run3_Included', 'Run4_Included', 'Participant_Included', 'Post_hoc_Analysis_Participant_Included']	False	True	43	https://github.com/OpenNeuroDatasets/ds002033	n/a	n/a	n/a
ds002034	True	True	['participant_id', 'age', 'sex']	False	False	14	https://github.com/OpenNeuroDatasets/ds002034	n/a	n/a	n/a
ds002040	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002040	n/a	n/a	n/a
